date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:17:26	40208/40208	---M--	200	added ('OK')	image/jpeg	etag:%229d10-5a652a73d8a77%22	http://exill.dk/demo/kitzu/template/img/post-1.jpg	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/img/post-1.jpg	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:28	77119/77119	---M--	200	added ('OK')	image/jpeg	etag:%2212d3f-5a652a83e71dd%22	http://exill.dk/demo/kitzu/template/img/item-5.jpg	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/img/item-5.jpg	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:33	40009/40009	---M--	200	added ('OK')	image/jpeg	etag:%229c49-5a652ad58b182%22	http://exill.dk/demo/kitzu/template/img/post-3.jpg	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/img/post-3.jpg	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:34	52897/52897	---M--	200	added ('OK')	image/jpeg	etag:%22cea1-5a652a7f7851f%22	http://exill.dk/demo/kitzu/template/img/post-2.jpg	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/img/post-2.jpg	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:35	44728/44728	---M--	200	added ('OK')	image/jpeg	etag:%22aeb8-5a652a87b5c08%22	http://exill.dk/demo/kitzu/template/img/post-4.jpg	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/img/post-4.jpg	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:36	5235/5235	---M-Z	200	added ('OK')	text/css	etag:%221473-5a652ac739f4d-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-blueviolet.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-blueviolet.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:36	5237/5237	---M-Z	200	added ('OK')	text/css	etag:%221475-5a652ad441fbd-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-nightskyblue.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-nightskyblue.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:37	5237/5237	---M-Z	200	added ('OK')	text/css	etag:%221475-5a652ad84366f-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-redpink.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-redpink.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:38	5237/5237	---M-Z	200	added ('OK')	text/css	etag:%221475-5a652ac60e24c-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-blue.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-blue.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:38	30815/30815	---M--	200	added ('OK')	image/jpeg	etag:%22785f-5a652a8b596af%22	http://exill.dk/demo/kitzu/template/img/post-5.jpg	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/img/post-5.jpg	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:38	5240/5240	---M-Z	200	added ('OK')	text/css	etag:%221478-5a652ac96f66b-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-cyan.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-cyan.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:39	5240/5240	---M-Z	200	added ('OK')	text/css	etag:%221478-5a652acbf5e73-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-darkblue.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-darkblue.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:40	45636/45636	---M--	200	added ('OK')	image/jpeg	etag:%22b244-5a652a8f62a61%22	http://exill.dk/demo/kitzu/template/img/post-6.jpg	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/img/post-6.jpg	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:40	5240/5240	---M-Z	200	added ('OK')	text/css	etag:%221478-5a652acdcc9e7-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-darkmagenta.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-darkmagenta.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:40	171191/171191	---M--	200	added ('OK')	image/jpeg	etag:%2229cb7-5a652a6fd6425%22	http://exill.dk/demo/kitzu/template/img/item-6.jpg	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/img/item-6.jpg	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:41	5240/5240	---M-Z	200	added ('OK')	text/css	etag:%221478-5a652acee7d46-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-darkpink.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-darkpink.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:41	5235/5235	---M-Z	200	added ('OK')	text/css	etag:%221473-5a652acfca65f-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-darkred.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-darkred.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:42	5235/5235	---M-Z	200	added ('OK')	text/css	etag:%221473-5a652ad17818f-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-green.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-green.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:42	5240/5240	---M-Z	200	added ('OK')	text/css	etag:%221478-5a652ad27fc6c-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-indigo.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-indigo.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:43	5258/5258	---M-Z	200	added ('OK')	text/css	etag:%22148a-5a652ad533338-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-orange.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-orange.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:44	5240/5240	---M-Z	200	added ('OK')	text/css	etag:%221478-5a652ad635ff5-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-pink.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-pink.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:45	5240/5240	---M-Z	200	added ('OK')	text/css	etag:%221478-5a652ad6f662a-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-purple.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-purple.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:45	5235/5235	---M-Z	200	added ('OK')	text/css	etag:%221473-5a652ad760d56-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-red.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-red.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:46	5240/5240	---M-Z	200	added ('OK')	text/css	etag:%221478-5a652ada04a20-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-teal.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-teal.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:47	5116/5116	---M-Z	200	added ('OK')	text/css	etag:%2213fc-5a652aca8c90b-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-dark.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-dark.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:47	5240/5240	---M-Z	200	added ('OK')	text/css	etag:%221478-5a652adae6399-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-yellowgreen.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-yellowgreen.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:48	5245/5245	---M-Z	200	added ('OK')	text/css	etag:%22147d-5a652ad9954d4-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-tangopink.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-tangopink.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:49	5245/5245	---M-Z	200	added ('OK')	text/css	etag:%22147d-5a652ad36b226-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-moodyblue.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-moodyblue.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:49	5237/5237	---M-Z	200	added ('OK')	text/css	etag:%221475-5a652ac85142c-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-brown.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-brown.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:51	5240/5240	---M-Z	200	added ('OK')	text/css	etag:%221478-5a652ad8b0c7b-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-royalblue.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-royalblue.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:52	5258/5258	---M-Z	200	added ('OK')	text/css	etag:%22148a-5a652ad0a0457-gzip%22	http://exill.dk/demo/kitzu/template/css/colors/main-darkyellow.css	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/colors/main-darkyellow.css	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:54	88145/88145	---M-Z	200	added ('OK')	application/javascript	etag:%2215851-5a652ab3c55a7-gzip%22	http://exill.dk/demo/kitzu/template/js/jquery.min.js	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/js/jquery.min.js	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:55	5594/5594	---M-Z	200	added ('OK')	application/javascript	etag:%2215da-5a652aa03c3de-gzip%22	http://exill.dk/demo/kitzu/template/js/imagesloaded.pkgd.min.js	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/js/imagesloaded.pkgd.min.js	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:55	78635/78635	---M-Z	200	added ('OK')	application/javascript	etag:%221332b-5a652a9edcab7-gzip%22	http://exill.dk/demo/kitzu/template/js/bootstrap.bundle.min.js	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/js/bootstrap.bundle.min.js	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:55	35445/35445	---M-Z	200	added ('OK')	application/javascript	etag:%228a75-5a652aa34c715-gzip%22	http://exill.dk/demo/kitzu/template/js/isotope.pkgd.min.js	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/js/isotope.pkgd.min.js	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:56	2247/2247	---M-Z	200	added ('OK')	application/javascript	etag:%228c7-5a652a94ebade-gzip%22	http://exill.dk/demo/kitzu/template/js/animatedModal.js	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/js/animatedModal.js	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:57	31812/31812	---M-Z	200	added ('OK')	application/javascript	etag:%227c44-5a652abd9affd-gzip%22	http://exill.dk/demo/kitzu/template/js/tiny-slider.js	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/js/tiny-slider.js	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:57	6630/6630	---M-Z	200	added ('OK')	application/javascript	etag:%2219e6-5a652ab5348cf-gzip%22	http://exill.dk/demo/kitzu/template/js/lity.min.js	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/js/lity.min.js	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:58	46363/46363	---M-Z	200	added ('OK')	application/javascript	etag:%22b51b-5a652abad022e-gzip%22	http://exill.dk/demo/kitzu/template/js/simplebar.min.js	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/js/simplebar.min.js	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:59	62591/62591	---M-Z	200	added ('OK')	application/javascript	etag:%22f47f-5a652aac36bb1-gzip%22	http://exill.dk/demo/kitzu/template/js/jquery.mb.YTPlayer.min.js	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/js/jquery.mb.YTPlayer.min.js	(from http://exill.dk/demo/kitzu/template/index.html)
11:17:59	5648/5648	---M-Z	200	added ('OK')	application/javascript	etag:%221610-5a652ab609727-gzip%22	http://exill.dk/demo/kitzu/template/js/main.js	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/js/main.js	(from http://exill.dk/demo/kitzu/template/index.html)
11:18:00	338/338	---M-Z	200	added ('OK')	application/javascript	etag:%22152-5a652a9f5d945-gzip%22	http://exill.dk/demo/kitzu/template/js/custom.js	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/js/custom.js	(from http://exill.dk/demo/kitzu/template/index.html)
11:18:01	0/0	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-5a6529b296a9d%22	http://exill.dk/demo/kitzu/customizer/main.js	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/customizer/main.js	(from http://exill.dk/demo/kitzu/template/index.html)
11:18:07	50556/50556	---M--	200	added ('OK')	font/woff2	etag:%22c57c-5a652a2d14ee5%22	http://exill.dk/demo/kitzu/template/fonts/ionicons.woff2?v=4.5.7	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/fonts/ionicons9a08.woff2	(from http://exill.dk/demo/kitzu/template/css/ionicons.min.css)
11:18:12	112662/112662	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221b816-5a652a01863d5%22	http://exill.dk/demo/kitzu/template/fonts/ionicons.eot?v=4.5.7	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/fonts/ionicons9a08.eot	(from http://exill.dk/demo/kitzu/template/css/ionicons.min.css)
11:18:14	196/196	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2027%20Jul%202020%2005:48:14%20GMT	http://exill.dk/demo/kitzu/template/css/font/ytp-regular.eot	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/css/font/ytp-regular.48.delayed	(from http://exill.dk/demo/kitzu/template/css/jquery.mb.YTPlayer.min.css)
11:18:15	65916/65916	---M--	200	added ('OK')	application/font-woff	etag:%221017c-5a652a288cbe5%22	http://exill.dk/demo/kitzu/template/fonts/ionicons.woff?v=4.5.7	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/fonts/ionicons9a08.woff	(from http://exill.dk/demo/kitzu/template/css/ionicons.min.css)
11:18:17	312755/312755	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224c5b3-5a652a22ce002%22	http://exill.dk/demo/kitzu/template/fonts/ionicons.svg?v=4.5.7	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/fonts/ionicons9a08.svg	(from http://exill.dk/demo/kitzu/template/css/ionicons.min.css)
11:18:20	41865/41865	---M--	200	added ('OK')	image/jpeg	etag:%22a389-5a652a92fa987%22	http://exill.dk/demo/kitzu/template/img/video.jpg	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/img/video.jpg	(from http://exill.dk/demo/kitzu/template/css/main.css)
11:18:21	112484/112484	---M--	200	added ('OK')	application/font-sfnt	etag:%221b764-5a652a40963ad%22	http://exill.dk/demo/kitzu/template/fonts/ionicons.ttf?v=4.5.7	D:/MWS/ChintanBharvad/exill.dk/demo/kitzu/template/fonts/ionicons9a08.ttf	(from http://exill.dk/demo/kitzu/template/css/ionicons.min.css)
